Frontier-arbiter rule simulation — 1489 stored turns from 4 duels (dropped {'lt3_frontier': 70, 'no_greedy': 18, 'no_echo': 23}); frontier = engy glm-5.2 (3 samples @T0.8 + greedy); teacher echoes only, tau=0.03
new-attack echo subset: 203 turns, 8130 Engy teacher echoes (qwen3.8-27b, canonical rendering), $2.07 (7426 echoes / $1.89 recorded by completed runs; the rest priced at that rate) (honest king re-echoed on the same turns so attack comparisons are same-source)

DEFINITIONS
  gate <method>/<F>: F disagrees when its action differs from ALL k teacher refs — exact (norm_action), jacθ (best token-Jaccard < θ),
    surθ (lpC(y_F|∅) < min_i lpC(y_C^i|∅) − θ per byte); F = G (one greedy sample) or S (3 samples @T0.8, strict majority must disagree).
  agree branch = live min(R,G), band_c 4.0 (live_c2 = the stored era's 2.0); disagree branch = the alt:
    act:<sim>:<s> = [mean_j sim(y_A,y_F^j) − mean_ij sim(y_C^i,y_F^j)] × s × sd(live turn scores of the dialect); sim jaccard or exact (0/1)
    RF = centered tempered LME_j[lpC(y_F^j|z_A) − lpC(y_F^j|∅)]; V = mean_j f_j − mean_i a_i; AF = LME_j[lpC(y_A|z_F^j) − lpC(y_A|∅)]
    minRFG = min(RF, G); minVG = min(V, G). Echo-space alts always use the 3 sampled F refs; act uses the gate's F set.
  |sd = every leg standardised per dialect by (mu, sd) of the TEACHER's own leave-one-out values (R, RF, V, act; AF anchored on king+challenger,
    no teacher_own echo exists); thought leg = 2 − |m − mean(t_i)|/sigma_t with sigma_t = pooled within-turn sd of t_i per dialect.
    No cross echoes lpC(y_C^i|z_C^j), i≠j, exist in this data, so the anchor is the teacher's ref-0 thought on refs 1..2 (one LOO value per turn).
  wB_<mode>/<F> = variant B: teacher refs weighted by mean Jaccard to the F set (softmax at T or hard 1[sim≥0.5]); R = weighted centered LME, G from weighted mu/sd.
  HEADROOM (leave-one-out: ref 0 and F sample 0 dropped everywhere, so every family is scored on k−1=2 teacher refs and 2 F refs):
    mean turn score per family; z(F−T) = paired mean(F_own − T_own)/SE; z(T−K) likewise; dis% = disagree-branch rate on the LOO gate.
  NOISE (full refs, live pairing): margin = mean(chal − king); SE = sd/√n; z = margin/SE; bSE/live = bootstrap SE ÷ that of the same-units
    live rule (live_c4 raw, live_sd sd); |z|/|z0| = |z| ÷ |z of live_c4| (how much of the live separation of these losing challengers survives);
    rho = Spearman of per-turn (chal − king) vs live_c4; dis% = gate rate; varD = share of Σ(d−d̄)² carried by disagree turns.
    minAG = min(act:jaccard:1, G), minAFG = min(AF, G): G (or typ) still bounds the disagree branch.
  ATTACKS (king's thought or action replaced): ≤king% = turns where attack ≤ honest king (ties count); harmless if ≥ 85%. '=' = exact-tie share.
    filler/generic/parrot(sampled y_F^0 pasted): stored swarm echoes, all turns. fparrotG (greedy y_F pasted into the thought), copyF (action := greedy y_F),
    lscmd/catcmd (action := `ls -la` / `cat <first file in prefix>`, bash only): Engy echoes on the subset; copyF/ls/cat on ALL turns for action-space alts.

== GATE RATES (fraction of turns where F disagrees with all teacher refs) ==
set            n    exact/G    exact/S   jac0.5/G   jac0.5/S   jac0.3/S  sur0.02/G  sur0.02/S   jac0.3/G   | yG=any yF  yG~yF  F self  C self  C~F  F all same
ALL         1489      73.6%      73.9%      34.6%      34.7%      21.2%      22.8%      23.2%      21.4%   |      54%   0.71    0.69    0.61  0.51      28%
bash         992      80.5%      81.4%      45.2%      45.9%      30.3%      21.0%      19.8%      30.3%   |      54%   0.66    0.63    0.53  0.41      24%
boxed        156       7.1%       5.1%       0.0%       0.0%       0.0%       6.4%       5.8%       0.0%   |      98%   0.98    0.98    0.99  0.98      87%
tool_call    341      83.9%      83.6%      19.6%      18.2%       4.4%      35.5%      41.1%       5.3%   |      36%   0.74    0.70    0.68  0.62      11%
  (yG=any yF: greedy action exactly equals one of the 3 samples; ~: mean token-Jaccard; self = sample 0 vs samples 1..2)

== TEST 1 HEADROOM (leave-one-out; the arbiter's point is F_own > T_own) ==
-- ALL --
rule                            F_own    T_own     king     chal  z(F-T)  F>T%  z(T-K)  z(F-K)  dis%
jac0.3/S|minAFG              -0.0823   99%  0% -0.3069  100%  0% -0.0049   72% 31%                 -                 -                 -
sur0.02/G|act:jaccard:0.5    -0.0785   99%  6% -0.2866  100%  6% -0.0048   74% 35% -0.0020   96% 96%                 -                 -
sur0.02/G|act:jaccard:1      -0.0785   99%  6% -0.2865  100%  6% -0.0048   74% 35% -0.0019   96% 96%                 -                 -
sur0.02/G|act:jaccard:2      -0.0785   99%  6% -0.2865  100%  6% -0.0047   74% 35% -0.0018   96% 96%                 -                 -
sur0.02/G|act:exact:1        -0.0785   99%  6% -0.2865  100%  6% -0.0047   74% 35% -0.0016   96% 96%                 -                 -
sur0.02/G|minAG              -0.0823   99%  0% -0.3069  100%  0% -0.0048   74% 34% -0.0020   96% 96%                 -                 -
sur0.02/G|RF                 -0.0783   97%  1% -0.2857   96%  1% -0.0037   71% 29% -0.0009  100% 100%                 -                 -
sur0.02/G|V                  -0.0734   96%  0% -0.2836   95%  0% +0.0014   70% 28% +0.0023  100% 100%                 -                 -
sur0.02/G|AF                 -0.0341   99%  6% -0.2421  100%  6% +0.0397   74% 35%                 -                 -                 -
sur0.02/G|minRFG             -0.0823   99%  0% -0.3069  100%  0% -0.0045   72% 29% -0.0012  100% 100%                 -                 -
sur0.02/G|minVG              -0.0823   97%  0% -0.3069  100%  0% -0.0042   70% 28% -0.0035  100% 100%                 -                 -
sur0.02/G|minAFG             -0.0823   99%  0% -0.3069  100%  0% -0.0033   73% 28%                 -                 -                 -
sur0.02/S|act:jaccard:0.5    -0.0798   99%  6% -0.2902  100%  6% -0.0048   74% 35% -0.0021   97% 97%                 -                 -
sur0.02/S|act:jaccard:1      -0.0798   99%  6% -0.2901  100%  6% -0.0048   74% 35% -0.0020   97% 97%                 -                 -
sur0.02/S|act:jaccard:2      -0.0798   99%  6% -0.2901  100%  6% -0.0047   74% 35% -0.0020   97% 97%                 -                 -
sur0.02/S|act:exact:1        -0.0798   99%  6% -0.2901  100%  6% -0.0047   74% 35% -0.0020   97% 97%                 -                 -
sur0.02/S|minAG              -0.0823   99%  1% -0.3069  100%  0% -0.0048   74% 34% -0.0021   97% 97%                 -                 -
sur0.02/S|RF                 -0.0796   97%  1% -0.2892   97%  1% -0.0032   70% 29% -0.0007  100% 100%                 -                 -
sur0.02/S|V                  -0.0746   96%  0% -0.2867   96%  0% +0.0025   71% 29% +0.0020  100% 100%                 -                 -
sur0.02/S|AF                 -0.0401   99%  6% -0.2504  100%  6% +0.0350   74% 35%                 -                 -                 -
sur0.02/S|minRFG             -0.0823   99%  0% -0.3069  100%  0% -0.0040   72% 29% -0.0010  100% 100%                 -                 -
sur0.02/S|minVG              -0.0823   96%  0% -0.3069  100%  0% -0.0033   71% 29% -0.0038  100% 100%                 -                 -
sur0.02/S|minAFG             -0.0819   99%  0% -0.3069  100%  0% -0.0019   72% 29%                 -                 -                 -
exact/S|act:jaccard:1|sd     -6.4800  100%  5% -20.5442  100%  5% -0.4657   77% 31% -0.1409   97% 97%                 -                 -
exact/S|minAG|sd             -6.8519  100%  0% -21.7428  100%  0% -0.5478   76% 29% -0.2796   97% 97%                 -                 -
exact/S|V|sd                 -6.4868   96%  0% -20.5644   96%  0% -0.4186   72% 26% -0.2567  100% 100%                 -                 -
exact/S|minRFG|sd            -6.8519  100%  0% -21.7428  100%  0% -0.5448   76% 26% -0.2907  100% 100%                 -                 -
exact/S|minVG|sd             -6.8519  100%  0% -21.7428  100%  0% -0.5404   72% 26% -0.3570  100% 100%                 -                 -
jac0.5/G|act:jaccard:1|sd    -6.8519  100%  0% -21.7428  100%  0% -0.5558   76% 28% -0.3128  100% 100%                 -                 -
jac0.5/G|minAG|sd            -6.8519  100%  0% -21.7428  100%  0% -0.5558   76% 28% -0.3128  100% 100%                 -                 -
jac0.5/G|V|sd                -6.8519  100%  0% -21.7428  100%  0% -0.5558   76% 28% -0.3128  100% 100%                 -                 -
jac0.5/G|minRFG|sd           -6.8519  100%  0% -21.7428  100%  0% -0.5558   76% 28% -0.3128  100% 100%                 -                 -
jac0.5/G|minVG|sd            -6.8519  100%  0% -21.7428  100%  0% -0.5558   76% 28% -0.3128  100% 100%                 -                 -
sur0.02/S|act:jaccard:1|sd   -6.4481  100%  6% -20.3705  100%  6% -0.4459   77% 32% -0.1424   97% 97%                 -                 -
sur0.02/S|minAG|sd           -6.8519  100%  0% -21.7428  100%  0% -0.5444   76% 29% -0.2785   97% 97%                 -                 -
sur0.02/S|V|sd               -6.4281   97%  0% -20.3797   96%  0% -0.3891   74% 26% -0.2088  100% 100%                 -                 -
sur0.02/S|minRFG|sd          -6.8519  100%  0% -21.7428  100%  0% -0.5449   75% 26% -0.2947  100% 100%                 -                 -
sur0.02/S|minVG|sd           -6.8519  100%  0% -21.7428  100%  0% -0.5289   74% 26% -0.3272  100% 100%                 -                 -
wB_soft0.1/G                 -0.0826   99%  0% -0.3072  100%  0% -0.0052   72% 31% -0.0025  100% 100%                 -                 -
wB_soft0.3/G                 -0.0825   99%  0% -0.3071  100%  0% -0.0050   72% 31% -0.0023  100% 100%                 -                 -
wB_hard0.5/G                 -0.0823   99%  0% -0.3069  100%  0% -0.0049   72% 31% -0.0021  100% 100%                 -                 -
wB_soft0.1/S                 -0.0826   99%  0% -0.3072  100%  0% -0.0052   72% 31% -0.0024  100% 100%                 -                 -
wB_soft0.3/S                 -0.0824   99%  0% -0.3070  100%  0% -0.0050   72% 31% -0.0022  100% 100%                 -                 -
wB_hard0.5/S                 -0.0823   99%  0% -0.3069  100%  0% -0.0049   72% 31% -0.0021  100% 100%                 -                 -
-- boxed: Engy-echo subset (n≈23; honest king re-echoed; AF now real for copyF/lscmd/catcmd) --
rule                                  fparrotG             copyF             lscmd            catcmd
live_c2                      +0.0088   52%  0% +0.0101  100% 100%                 -                 -
live_c4                      +0.0261   43%  0% +0.0243  100% 100%                 -                 -
live_sd                      +0.6713   52%  0% +0.8058  100% 100%                 -                 -
exact/G|act:jaccard:0.5      +0.0243   48%  9% +0.0213   91% 91%                 -                 -
exact/G|act:jaccard:1        +0.0243   48%  9% +0.0214   91% 91%                 -                 -
exact/G|act:jaccard:2        +0.0243   48%  9% +0.0216   91% 91%                 -                 -
exact/G|act:exact:1          +0.0243   48%  9% +0.0220   91% 91%                 -                 -
exact/G|minAG                +0.0243   48%  9% +0.0214   91% 91%                 -                 -
exact/G|RF                   +0.0285   43%  0% +0.0225  100% 100%                 -                 -
exact/G|V                    +0.0243   43%  0% +0.0140  100% 100%                 -                 -
exact/G|AF                   +0.0744   48%  9% +0.0629  100% 91%                 -                 -
exact/G|minRFG               +0.0266   43%  0% +0.0225  100% 100%                 -                 -
exact/G|minVG                +0.0225   43%  0% +0.0140  100% 100%                 -                 -
exact/G|minAFG               +0.0285   48%  0% +0.0267  100% 100%                 -                 -
exact/S|act:jaccard:0.5      +0.0253   48%  4% +0.0238   96% 96%                 -                 -
exact/S|act:jaccard:1        +0.0253   48%  4% +0.0238   96% 96%                 -                 -
exact/S|act:jaccard:2        +0.0253   48%  4% +0.0238   96% 96%                 -                 -
exact/S|act:exact:1          +0.0253   48%  4% +0.0239   96% 96%                 -                 -
exact/S|minAG                +0.0253   48%  4% +0.0238   96% 96%                 -                 -
exact/S|RF                   +0.0289   43%  0% +0.0240  100% 100%                 -                 -
exact/S|V                    +0.0289   43%  0% +0.0191  100% 100%                 -                 -
exact/S|AF                   +0.0510   48%  4% +0.0441  100% 96%                 -                 -
exact/S|minRFG               +0.0270   43%  0% +0.0240  100% 100%                 -                 -
exact/S|minVG                +0.0270   43%  0% +0.0191  100% 100%                 -                 -
exact/S|minAFG               +0.0270   48%  0% +0.0256  100% 100%                 -                 -
jac0.5/G|act:jaccard:0.5     +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|act:jaccard:1       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|act:jaccard:2       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|act:exact:1         +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|minAG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|RF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|V                   +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|AF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|minRFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|minVG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/G|minAFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|act:jaccard:0.5     +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|act:jaccard:1       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|act:jaccard:2       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|act:exact:1         +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|minAG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|RF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|V                   +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|AF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|minRFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|minVG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.5/S|minAFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|act:jaccard:0.5     +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|act:jaccard:1       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|act:jaccard:2       +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|act:exact:1         +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|minAG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|RF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|V                   +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|AF                  +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|minRFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|minVG               +0.0261   43%  0% +0.0243  100% 100%                 -                 -
jac0.3/S|minAFG              +0.0261   43%  0% +0.0243  100% 100%                 -                 -
sur0.02/G|act:jaccard:0.5    +0.0171   61% 30% +0.0143   91% 91%                 -                 -
sur0.02/G|act:jaccard:1      +0.0171   61% 30% +0.0144   91% 91%                 -                 -
sur0.02/G|act:jaccard:2      +0.0171   61% 30% +0.0146   91% 91%                 -                 -
sur0.02/G|act:exact:1        +0.0171   61% 30% +0.0150   91% 91%                 -                 -
sur0.02/G|minAG              +0.0171   61% 30% +0.0144   91% 91%                 -                 -
sur0.02/G|RF                 +0.0361   39%  0% +0.0234  100% 100%                 -                 -
sur0.02/G|V                  +0.0234   52%  0% +0.0195  100% 100%                 -                 -
sur0.02/G|AF                 +0.2797   61% 30% +0.2739   91% 70%                 -                 -
sur0.02/G|minRFG             +0.0270   43%  0% +0.0225  100% 100%                 -                 -
sur0.02/G|minVG              +0.0168   52%  0% +0.0148  100% 100%                 -                 -
sur0.02/G|minAFG             +0.0343   57%  0% +0.0342  100% 100%                 -                 -
sur0.02/S|act:jaccard:0.5    +0.0229   52% 13% +0.0211   96% 96%                 -                 -
sur0.02/S|act:jaccard:1      +0.0229   52% 13% +0.0211   96% 96%                 -                 -
sur0.02/S|act:jaccard:2      +0.0229   52% 13% +0.0212   96% 96%                 -                 -
sur0.02/S|act:exact:1        +0.0229   52% 13% +0.0212   96% 96%                 -                 -
sur0.02/S|minAG              +0.0229   52% 13% +0.0211   96% 96%                 -                 -
sur0.02/S|RF                 +0.0301   43%  0% +0.0241  100% 100%                 -                 -
sur0.02/S|V                  +0.0358   43%  0% +0.0257  100% 100%                 -                 -
sur0.02/S|AF                 +0.1076   52% 13% +0.0978  100% 87%                 -                 -
sur0.02/S|minRFG             +0.0271   43%  0% +0.0237  100% 100%                 -                 -
sur0.02/S|minVG              +0.0271   48%  0% +0.0194  100% 100%                 -                 -
sur0.02/S|minAFG             +0.0271   52%  0% +0.0260  100% 100%                 -                 -
exact/S|act:jaccard:1|sd     +0.6094   57%  4% +0.8550   96% 96%                 -                 -
exact/S|minAG|sd             +0.6094   57%  4% +0.8407   96% 96%                 -                 -
exact/S|V|sd                 +0.6799   52%  0% +0.6912  100% 100%                 -                 -
exact/S|minRFG|sd            +0.6750   52%  0% +0.7552  100% 100%                 -                 -
exact/S|minVG|sd             +0.6750   52%  0% +0.6912  100% 100%                 -                 -
jac0.5/G|act:jaccard:1|sd    +0.6713   52%  0% +0.8058  100% 100%                 -                 -
jac0.5/G|minAG|sd            +0.6713   52%  0% +0.8058  100% 100%                 -                 -
jac0.5/G|V|sd                +0.6713   52%  0% +0.8058  100% 100%                 -                 -
jac0.5/G|minRFG|sd           +0.6713   52%  0% +0.8058  100% 100%                 -                 -
jac0.5/G|minVG|sd            +0.6713   52%  0% +0.8058  100% 100%                 -                 -
sur0.02/S|act:jaccard:1|sd   +0.4825   61% 13% +0.7122   96% 96%                 -                 -
sur0.02/S|minAG|sd           +0.4825   61% 13% +0.6979   96% 96%                 -                 -
sur0.02/S|V|sd               +0.7328   52%  0% +0.7273  100% 100%                 -                 -
sur0.02/S|minRFG|sd          +0.6080   52%  0% +0.6539  100% 100%                 -                 -
sur0.02/S|minVG|sd           +0.6765   57%  0% +0.7066  100% 100%                 -                 -
wB_soft0.1/G                 +0.0257   43%  0% +0.0235  100% 100%                 -                 -
wB_soft0.3/G                 +0.0259   43%  0% +0.0244  100% 100%                 -                 -
wB_hard0.5/G                 +0.0261   43%  0% +0.0243  100% 100%                 -                 -
wB_soft0.1/S                 +0.0260   43%  0% +0.0242  100% 100%                 -                 -
wB_soft0.3/S                 +0.0261   43%  0% +0.0243  100% 100%                 -                 -
wB_hard0.5/S                 +0.0261   43%  0% +0.0243  100% 100%                 -                 -
B licence (B = lpC(y|z) − lpC(y|∅) ≥ 0.02 and no z⊃y leakage): king: B +0.7246 pass 71%; copyF: B +0.7107 pass 72% leak 28%; fparrotG@echo: B +0.3122 pass 9% leak 91%; king@echo: B +0.7778 pass 65% leak 35%
copy-frontier payoff [all, n=156]: greedy exactly equals a sampled y_F on 98%, best Jaccard ≥0.5 on 100%; s_A(jac) copyF +0.002 vs king +0.003 chal -0.029; s_A(exact) copyF +0.007 king +0.007

-- tool_call: stored variants (all turns; copyF/lscmd/catcmd action-space only here) --
rule                                    filler           generic            parrot             copyF             lscmd            catcmd
                              mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%
live_c2                      -0.1571   97%  0% -0.2368  100%  0% -0.0244   52%  1% -0.0155  100% 100%                 -                 -
live_c4                      -0.1105   93%  0% -0.1823   98%  0% -0.0128   51%  2% -0.0058  100% 100%                 -                 -
live_sd                      -4.0078   97%  0% -6.2152  100%  0% -0.5808   53%  2% -0.3415  100% 100%                 -                 -
exact/G|act:jaccard:0.5      -0.0110   98% 84% -0.0249   99% 84% +0.0032   93% 85% +0.0505   23% 23%                 -                 -
exact/G|act:jaccard:1        -0.0070   98% 84% -0.0209   99% 84% +0.0072   93% 85% +0.1012   23% 23%                 -                 -
exact/G|act:jaccard:2        +0.0010   98% 84% -0.0128   99% 84% +0.0153   93% 85% +0.2027   23% 23%                 -                 -
exact/G|act:exact:1          -0.0035   98% 84% -0.0173   99% 84% +0.0108   93% 85% +0.2359   20% 20%                 -                 -
exact/G|minAG                -0.1134   98% 13% -0.1825   99%  3% -0.0143   77% 49% +0.0354   44% 44%                 -                 -
exact/G|RF                   -0.0121   64%  1% -0.0264   68%  1% +0.0137   26%  2% +0.0029  100% 100%                 -                 -
exact/G|V                    -0.0149   55%  0% -0.0218   49%  0% +0.0266   22%  1% -0.0008  100% 100%                 -                 -
exact/G|AF                   -0.0135   98% 84% -0.0274   99% 84% +0.0007   93% 85%                 -                 -                 -
exact/G|minRFG               -0.1104   93%  0% -0.1823   99%  0% -0.0066   39%  1% -0.0053  100% 100%                 -                 -
exact/G|minVG                -0.1116   88%  0% -0.1821   96%  0% -0.0013   38%  1% -0.0095  100% 100%                 -                 -
exact/G|minAFG               -0.1107   98% 12% -0.1824   99%  4% -0.0137   80% 53%                 -                 -                 -
exact/S|act:jaccard:0.5      -0.0131   98% 84% -0.0277   99% 84% +0.0012   92% 85% +0.0161   39% 25%                 -                 -
exact/S|act:jaccard:1        -0.0112   98% 84% -0.0258   99% 84% +0.0031   92% 85% +0.0327   39% 25%                 -                 -
exact/S|act:jaccard:2        -0.0075   98% 84% -0.0220   99% 84% +0.0068   92% 85% +0.0659   39% 25%                 -                 -
exact/S|act:exact:1          -0.0103   98% 84% -0.0249   99% 84% +0.0040   92% 85% +0.0295   81% 80%                 -                 -
exact/S|minAG                -0.1135   98% 16% -0.1829   99%  4% -0.0152   76% 51% +0.0104   54% 42%                 -                 -
exact/S|RF                   -0.0122   65%  1% -0.0271   68%  1% +0.0139   25%  2% +0.0025  100% 100%                 -                 -
exact/S|V                    -0.0149   55%  0% -0.0223   48%  0% +0.0263   21%  1% -0.0010  100% 100%                 -                 -
exact/S|AF                   -0.0136   98% 84% -0.0281   99% 84% +0.0008   92% 85%                 -                 -                 -
exact/S|minRFG               -0.1103   93%  0% -0.1823   99%  0% -0.0065   38%  1% -0.0053  100% 100%                 -                 -
exact/S|minVG                -0.1113   88%  0% -0.1821   96%  0% -0.0015   35%  1% -0.0093  100% 100%                 -                 -
exact/S|minAFG               -0.1105   98% 12% -0.1824   99%  4% -0.0137   79% 53%                 -                 -                 -
jac0.5/G|act:jaccard:0.5     -0.0879   95% 20% -0.1443   98% 20% -0.0075   58% 21% +0.0144   81% 81%                 -                 -
jac0.5/G|act:jaccard:1       -0.0854   95% 20% -0.1419   98% 20% -0.0051   58% 21% +0.0332   81% 81%                 -                 -
jac0.5/G|act:jaccard:2       -0.0804   95% 20% -0.1369   98% 20% -0.0001   58% 21% +0.0708   81% 81%                 -                 -
jac0.5/G|act:exact:1         -0.0895   95% 20% -0.1460   98% 20% -0.0092   58% 21% +0.0509   81% 81%                 -                 -
jac0.5/G|minAG               -0.1109   95%  3% -0.1823   98%  1% -0.0119   53% 11% +0.0064   88% 88%                 -                 -
jac0.5/G|RF                  -0.0899   88%  0% -0.1461   90%  0% -0.0064   43%  2% -0.0037  100% 100%                 -                 -
jac0.5/G|V                   -0.0899   86%  0% -0.1450   87%  0% -0.0031   40%  2% -0.0043  100% 100%                 -                 -
jac0.5/G|AF                  -0.0906   95% 20% -0.1471   98% 20% -0.0103   58% 21%                 -                 -                 -
jac0.5/G|minRFG              -0.1105   94%  0% -0.1823   98%  0% -0.0111   46%  2% -0.0057  100% 100%                 -                 -
jac0.5/G|minVG               -0.1105   92%  0% -0.1823   97%  0% -0.0101   44%  2% -0.0068  100% 100%                 -                 -
jac0.5/G|minAFG              -0.1106   95%  3% -0.1823   98%  1% -0.0134   54% 13%                 -                 -                 -
